293,103
69,416
875,501
852,301
509,699
235,137
119,369
304,999
850,945
412,680
536,938
358,449
560,570
41,552
83,174
198,156
66,55
823,219
805,919
759,991
911,336
66,656
422,538
550,158
319,66
349,636
670,807
184,390
579,793
859,508
476,502
899,570
137,529
153,362
114,810
865,340
805,964
33,307
948,671
388,564
975,171
767,542
794,7
744,901
347,936
46,343
216,268
897,98
759,521
213,805
567,895
903,148
523,873
791,823
158,270
338,663
588,177
785,244
66,806
813,982
442,721
705,612
163,959
851,805
161,736
309,894
241,156
552,258
971,39
194,38
63,78
460,776
805,267
320,32
417,900
997,66
138,430
895,907
863,592
764,719
158,341
794,332
782,439
391,950
963,329
874,570
267,479
615,955
105,174
84,217
408,369
66,669
11,695
250,805
63,185
883,961
727,451
716,759
13,869
406,89
470,546
926,849
523,369
603,850
523,217
76,777
109,691
498,307
764,975
758,74
441,517
334,307
733,460
390,248
893,986
447,66
242,177
166,76
530,760
672,805
6,562
148,68
453,832
926,737
936,980
710,228
230,290
170,287
805,538
653,377
845,679
805,758
922,478
713,327
785,917
5,733
723,877
884,375
148,57
756,128
823,174
59,79
811,48
942,871
477,582
165,635
981,292
312,834
695,219
825,163
879,458
144,805
774,483
354,446
523,968
850,572
567,889
413,368
254,372
924,245
576,632
636,331
101,258
938,944
506,738
795,48
155,333
6,743
277,524
377,159
66,153
535,335
125,180
913,926
772,703
510,933
642,933
87,230
523,888
691,342
718,340
310,716
325,31
66,138
174,617
421,501
522,805
76,910
936,346
174,400
950,822
309,211
421,265
163,926
965,243
508,485
788,884
212,649
493,646
633,475
686,936
160,390
137,960
805,963
104,48
994,258
805,658
460,397
493,273
708,147
123,673
244,850
318,291
850,502
108,685
447,637
762,861
850,531
18,630
665,377
322,80
278,982
645,307
76,195
821,523
943,67
169,899
158,655
842,505
880,805
89,312
109,375
448,805
570,764
545,369
76,721
805,764
936,424
933,898
328,950
860,662
841,173
805,995
357,805
502,807
403,165
684,738
600,593
638,585
697,805
805,974
115,604
137,605
516,970
774,127
210,995
216,509
369,26
423,429
187,327
112,936
895,765
992,438
307,25
201,455
203,652
523,419
922,123
724,121
462,19
568,573
649,280
97,692
329,370
77,238
17,926
456,660
992,402
930,322
636,293
54,905
894,552
559,406
847,76
682,922
535,758
973,3
867,421
729,32
218,808
805,800
652,223
541,493
350,653
612,322
218,596
707,504
496,230
346,70
402,35
113,604
797,501
598,277
66,501
776,209
374,223
552,895
171,165
279,905
887,758
881,713
467,514
676,926
411,363
66,938
693,861
805,827
27,938
128,85
594,165
990,163
752,23
480,377
69,207
301,177
579,227
463,218
283,758
931,219
356,484
805,116
503,662
948,414
837,406
936,406
523,715
291,154
435,861
633,338
122,258
966,6
748,923
102,768
570,79
730,406
158,1
441,397
65,474
6,923
157,182
445,589
135,803
285,681
508,458
842,783
384,470
92,295
703,336
850,417
148,526
970,976
230,457
725,929
805,16
394,158
289,459
344,894
67,567
436,501
213,778
163,811
364,776
805,728
158,668
329,237
103,616
174,809
66,988
950,4
607,66
276,850
523,895
637,82
145,103
405,789
232,196
630,711
829,348
870,877
649,958
352,597
630,133
696,789
181,608
146,805
613,805
805,842
479,118
8,329
855,805
263,128
432,406
111,307
896,460
66,709
296,12
49,971
365,493
6,824
202,449
296,735
523,864
406,673
142,758
664,552
213,295
137,848
547,600
926,589
75,869
63,947
805,933
76,871
255,970
839,66
280,623
569,838
93,258
659,440
985,446
580,60
955,953
896,247
805,156
755,388
500,377
627,244
361,379
481,66
13,225
222,855
604,805
935,936
475,803
758,666
823,744
896,376
448,654
817,37
810,64
163,490
62,495
717,644
907,878
989,265
823,148
262,957
294,188
984,148
439,523
890,467
158,799
829,406
969,230
678,401
230,771
66,433
714,501
751,805
523,836
857,1
2,805
972,315
805,902
100,838
535,575
311,106
904,721
131,805
499,701
230,66
174,257
523,455
311,523
781,523
694,292
53,805
551,262
19,570
688,484
691,591
396,158
36,630
419,620
451,292
190,950
504,723
753,596
691,520
372,48
323,158
158,869
766,222
558,805
275,10
504,855
405,566
10,329
936,986
493,243
199,435
425,805
266,963
971,599
798,76
475,746
236,158
805,66
109,86
277,458
307,197
784,569
841,258
964,40
511,523
502,407
983,656
389,91
117,683
406,277
109,805
553,23
420,6
294,843
483,377
138,152
256,926
477,601
191,667
388,90
640,569
962,89
871,300
52,758
353,604
174,786
140,776
66,143
20,275
266,321
866,805
194,557
76,410
742,935
487,48
533,916
200,104
606,648
155,831
76,936
48,967
905,66
805,218
651,686
662,790
805,6
758,318
461,513
493,230
42,91
961,805
579,805
738,686
692,561
634,708
132,936
76,710
699,181
643,758
936,340
484,438
