445,60
703,357
570,752
59,557
95,715
298,685
596,744
457,178
169,170
823,208
716,709
403,939
382,737
54,528
48,996
551,171
555,691
907,129
22,187
677,22
105,555
604,781
381,408
100,388
4,955
22,343
299,680
986,359
804,963
632,555
141,849
662,424
497,772
109,403
804,702
22,972
452,766
125,652
779,181
273,752
494,517
282,735
403,217
285,714
736,804
737,189
523,761
326,712
526,208
372,216
147,82
438,112
445,530
122,280
436,3
829,508
264,13
381,664
134,161
22,317
869,200
427,983
598,393
1,176
215,503
598,985
673,312
744,208
381,930
286,608
172,549
475,706
146,834
445,258
48,460
109,185
166,648
767,549
223,373
467,778
500,789
854,263
388,956
251,474
848,968
363,504
810,280
859,397
661,381
950,245
555,768
244,428
352,983
390,114
636,531
381,319
88,433
10,887
154,712
152,16
225,674
641,540
233,555
232,737
793,721
942,313
776,170
872,39
403,850
923,580
70,942
548,471
194,155
22,838
551,969
467,160
620,721
57,216
710,641
528,198
199,974
788,22
849,843
880,598
452,686
7,721
938,614
778,742
358,781
452,281
728,573
7,610
933,216
78,340
312,699
515,813
222,339
928,721
301,369
429,590
592,483
180,72
193,943
753,76
81,707
645,338
453,301
858,102
452,208
28,9
598,658
551,54
806,688
590,208
22,790
555,464
484,168
170,971
724,709
452,509
503,924
301,357
891,501
420,140
485,133
669,722
529,615
65,470
89,230
598,789
644,598
494,452
557,214
32,559
208,641
774,781
809,715
136,452
926,197
721,389
520,88
912,712
953,452
409,444
328,13
903,65
114,479
22,446
826,123
452,756
60,865
41,342
938,111
617,961
857,821
167,404
293,698
637,814
927,533
441,475
335,877
321,742
417,155
417,625
652,436
22,803
330,927
607,555
417,312
228,48
90,109
758,657
988,652
621,721
572,452
696,26
363,571
282,88
817,28
201,948
754,404
208,946
344,581
365,775
837,855
130,187
598,488
335,444
209,682
514,854
8,577
450,311
605,528
250,208
558,417
630,555
459,323
989,22
223,781
555,901
737,921
781,944
208,977
22,592
367,820
463,216
164,91
363,38
917,658
631,806
514,885
992,771
22,452
780,880
717,692
927,624
175,90
748,170
280,36
272,609
187,628
405,452
420,401
229,208
996,118
413,33
743,927
301,174
494,841
569,444
411,357
455,27
398,574
555,974
452,7
248,463
201,674
635,503
543,555
402,915
140,51
481,555
594,452
216,10
678,952
22,839
190,381
998,88
351,331
712,892
652,196
511,818
453,386
712,591
822,424
870,714
503,315
37,452
695,578
875,652
452,13
452,195
555,552
88,991
197,6
829,558
811,476
234,88
925,228
835,197
87,391
849,71
907,126
251,195
955,165
287,641
216,415
663,444
999,10
598,555
20,7
308,403
937,528
792,745
452,634
886,591
904,378
588,438
555,950
381,147
291,287
197,309
643,409
452,203
469,114
544,630
712,645
208,746
946,840
636,103
377,641
555,142
140,783
554,263
939,207
819,812
208,809
201,452
844,208
970,16
627,903
358,186
286,534
417,271
14,997
371,991
376,70
163,777
320,156
630,521
562,908
412,47
262,112
984,484
713,444
656,610
586,526
1,976
99,982
737,704
700,541
760,709
678,451
541,22
785,779
178,765
674,492
414,712
555,560
709,504
208,849
952,723
749,555
201,32
809,542
845,22
492,247
617,520
208,444
942,187
920,293
163,708
195,416
174,257
197,266
452,800
151,246
754,493
208,902
958,187
804,22
504,274
363,97
561,538
598,383
869,358
478,709
907,791
598,821
800,124
135,619
465,800
210,13
55,140
452,750
219,180
288,388
914,208
459,916
88,568
539,208
683,335
484,22
391,555
850,92
35,725
611,170
584,598
68,255
403,794
578,452
444,150
119,250
796,127
852,88
527,381
304,652
512,520
595,457
784,88
808,820
675,583
592,738
424,757
693,546
918,208
546,520
230,701
888,821
657,711
708,44
231,618
598,434
978,114
115,249
821,403
863,679
975,562
23,443
208,553
301,108
158,134
950,134
827,41
367,226
444,322
358,350
954,739
208,831
575,482
908,789
819,555
369,676
439,652
399,592
381,52
64,850
83,214
53,22
187,418
853,737
819,260
452,895
641,601
467,633
718,246
513,22
467,303
826,495
927,431
589,301
528,452
641,646
220,921
88,806
180,342
603,937
85,354
712,88
117,357
312,490
159,758
505,382
320,832
166,802
528,413
745,198
771,927
936,928
744,805
769,796
484,647
726,208
452,110
201,447
681,564
809,602
680,201
573,256
652,96
28,50
504,862
899,281
216,19
22,640
473,138
452,306
249,369
898,88
22,56
795,903
440,403
10,231
863,78
712,370
381,1
929,992
846,744
363,337
12,351
859,208
591,758
315,360
211,475
503,290
968,582
454,738
475,396
368,894
494,477
75,532
747,22
281,816
444,149
883,38
334,301
307,58
683,731
858,452
896,730
871,895
269,373
379,114
985,741
287,407
452,668
547,616
417,296
692,22
804,273
157,791
446,698
834,366
250,356
674,563
88,609
781,751
162,990
503,339
381,361
22,525
721,733
894,608
773,133
88,507
762,960
345,22
94,351
349,417
709,954
406,301
452,417
979,7
538,662
392,625
468,555
30,88
868,555
538,284
581,809
396,227
836,170
88,781
890,208
213,639
223,419
74,520
417,388
310,555
177,983
357,197
332,138
17,811
208,940
155,811
78,56
42,840
666,363
712,993
223,246
951,551
336,94
952,889
891,867
712,131
814,98
314,744
208,204
2,60
130,458
451,462
93,22
502,452
28,879
550,162
208,922
614,893
991,238
866,771
940,480
652,499
104,140
941,859
624,353
39,114
452,538
671,40
282,614
348,592
957,88
985,960
426,436
993,576
498,201
714,34
820,524
900,88
935,287
162,814
432,598
687,452
876,301
962,335
674,842
593,820
643,410
107,490
840,719
333,598
824,452
297,88
332,888
517,67
364,22
694,494
29,427
259,452
237,15
357,654
170,470
403,932
205,670
289,381
155,981
252,452
24,354
254,298
504,529
681,392
579,927
61,236
10,148
641,828
22,327
208,365
173,424
362,78
256,243
873,710
22,239
28,729
555,966
935,192
820,831
79,489
520,214
911,197
587,343
456,7
421,188
320,520
641,443
195,49
507,496
201,461
837,312
275,109
973,428
798,208
532,781
934,60
292,803
180,221
88,230
665,27
949,208
77,190
779,791
771,435
73,438
403,428
807,88
449,744
241,598
696,187
737,555
942,967
842,324
730,674
737,68
538,931
555,652
755,624
424,402
919,884
487,781
527,545
583,114
787,667
650,549
380,301
216,347
709,28
224,737
387,300
536,22
208,943
632,184
113,737
70,133
197,923
301,88
452,986
157,253
208,491
384,504
959,301
598,385
106,489
819,300
164,378
18,802
371,278
325,879
422,187
141,295
395,946
404,212
515,598
145,228
375,301
499,851
345,21
140,280
22,16
855,622
28,833
11,811
31,826
22,881
311,7
523,820
555,208
84,370
128,541
597,495
516,301
318,455
214,565
591,987
874,201
279,185
22,164
694,763
76,452
772,781
166,423
407,265
844,945
198,600
641,734
737,213
555,503
262,806
983,312
294,452
919,32
997,519
208,965
555,61
235,651
649,996
452,88
278,697
744,144
472,427
329,48
28,495
448,619
995,391
164,280
894,208
619,709
457,636
34,499
946,283
32,764
452,442
412,641
667,669
518,927
444,801
363,237
728,316
377,170
132,503
88,381
684,712
495,815
403,14
341,782
849,964
201,994
613,598
466,60
205,155
864,756
506,503
616,592
287,567
208,305
891,894
652,153
709,982
718,740
574,88
705,346
767,452
660,652
346,56
366,28
669,657
614,69
861,750
101,507
653,281
187,143
598,162
548,396
48,246
520,878
969,655
137,208
681,786
522,712
208,400
268,216
721,267
939,263
834,825
545,612
401,121
195,690
28,737
190,206
404,991
897,444
459,140
81,555
759,169
182,377
980,598
629,197
457,573
60,201
942,727
924,659
342,683
486,402
377,489
301,35
208,952
482,298
360,797
842,720
404,913
577,22
947,322
307,293
290,374
910,927
457,208
80,482
558,623
437,991
624,66
208,955
782,452
579,46
183,197
287,830
641,510
555,396
887,120
606,529
781,927
86,656
906,216
240,396
421,318
428,85
985,116
802,939
425,555
280,482
712,430
421,520
166,191
114,22
799,187
575,179
954,556
736,566
675,905
860,231
127,32
62,208
555,261
216,22
187,626
12,208
301,847
88,276
40,218
692,355
391,277
986,585
34,218
909,6
875,0
537,203
163,452
5,746
310,535
110,599
682,447
242,555
856,979
754,672
302,312
63,354
511,482
668,394
45,791
619,139
982,689
28,638
651,644
9,882
913,732
968,28
968,202
642,781
32,270
821,791
770,444
43,162
778,301
25,22
